attribute,sakey,svkey,1903,2001,2002,2003,2004,2005,2006,2101,2102,2103,2104,2105,average_imputed_distribution,round
129326_145730,129326,145730,0.21368569246090569,0.17039268710618774,0.1842455493056207,0.1706988900726816,0.16247222558349445,0.16819004317548408,0.20573321789331975,0.21731547289995928,0.18421452946214795,0.21672694473947895,0.2072651118054955,0.16253737642308963,0.18862314507732214,0
198820_369965,198820,369965,0.1406479776958574,0.1227731717142669,0.10407338484618264,0.1438681197599158,0.12565335111988765,0.13249076630737847,0.10312600631764737,0.11513565200821227,0.12445987960612605,0.11343254360893949,0.14747554041453123,0.13324311219532076,0.12553162546618882,0
396649,396649,396652,0.41406845383722135,0.44155232230203806,0.36439900749037285,0.3295874232782112,0.3154042948329307,0.3262642466271893,0.3461728923461895,0.33648994640118896,0.36905053423438255,0.303610373083317,0.33270675119629073,0.34127469906685376,0.35171507872468216,0
377042_377043,377042,377043,0.2827168492234298,0.2279695526356579,0.24779197072416165,0.2764548392572356,0.26823902609010175,0.2631760307527766,0.23172786165815093,0.25269050840664364,0.2765030120143119,0.2661617126247358,0.2059005321412641,0.22232953020187673,0.2518051188108622,0
379890,379890,379892,0.36775112046417063,0.33346946710228004,0.34652085527441284,0.3395507006044747,0.35075089917956037,0.36173663989821236,0.37366822313572845,0.3397617590541241,0.3991721837691113,0.3677924604132893,0.40557032219682326,0.42537139262539375,0.3675930019764651,0
396643,396643,396644,0.23907426226943693,0.27515572259579035,0.17546800566045917,0.18564343912425782,0.2187469483959854,0.22165939884610186,0.27597176984702976,0.28803459702617473,0.2615768491569221,0.22182568870202354,0.2629037028045736,0.250661450063869,0.23972681954105202,0
152289_152381,152289,152381,0.24812149986575585,0.16939072076033665,0.1089793692542154,0.126566168348846,0.1278762519132728,0.1272901640636474,0.16669471410019662,0.14445807086279744,0.21822793416407915,0.22674510619631602,0.15850080930764968,0.17796403489915874,0.16673457031135597,0
391437_391451,391437,391451,0.583575153371169,0.5984739731972332,0.5756210435574989,0.5887616991923619,0.5582954727920832,0.6174463824358449,0.5810967867591603,0.5740748191666676,0.6690863347301726,0.6779171111367714,0.6293428414822663,0.684222721862733,0.6114928616403302,0
274085_274084,274085,274084,0.34890449020731173,0.2489450304801659,0.2520052237269379,0.2589870926586918,0.2380362816194789,0.24653547338413953,0.2446043054147872,0.26097278937028257,0.28340404047605905,0.26430051273304844,0.22845414886152968,0.217785312344413,0.25774455843973715,0
152296_152437,152296,152437,0.29131893998957986,0.22113113141462448,0.2386719059045221,0.23337261149364716,0.2549976992323899,0.2647668150753182,0.26626847199915343,0.21782799058462554,0.20512363514727278,0.2068567630986009,0.20081248611271402,0.1971636452435631,0.233192674608001,0
387156_387162,387156,387162,0.0304245052921251,0.015910184098353573,0.01024335504797963,0.012088894149130463,0.02937494623023059,0.021913281782798034,0.024962139247387164,0.01763266212498466,0.026503942511976863,0.004651033059439324,0.011508718003283187,0.013281029104116595,0.01820789088765043,0
392060_392065,392060,392065,0.1362217435636365,0.1527557576383484,0.1326178189860999,0.12145883144851888,0.1818320454944392,0.1789618683632958,0.17704242847621557,0.16342917686361955,0.20655106375916416,0.1439725667539112,0.13395280868840082,0.14676730461198623,0.15629695122063633,0
152288_152379,152288,152379,0.19625339252557092,0.15415372675101854,0.12523644185383917,0.18770987553219762,0.1312787530354075,0.17469873831803737,0.14302851103351152,0.12126629960393766,0.233587464982986,0.1741667658459263,0.16263280561427096,0.1764657728905083,0.16503987899893433,0
380243_385203,380243,385203,0.10072866151102068,0.07283437432893927,0.08653958219834655,0.07226968679575095,0.09598395257504076,0.09189943064860336,0.08989330777509537,0.10116466001667633,0.09061451444108003,0.07468933102940205,0.06823660886280829,0.0728083990179957,0.08480520910006328,0
198934_198987,198934,198987,0.34159597799319685,0.2594076998171206,0.27122420274507403,0.25941626645918375,0.27738442118000206,0.27849011955157127,0.2639020676281855,0.2620840654670047,0.39017716614848424,0.30795839464951474,0.31057196520808594,0.27890276955880383,0.29175959303385224,0
370150_370154,370150,370154,0.6629917789264865,0.6188767735764855,0.5389922963210467,0.5218481178490101,0.5804172399991416,0.6285209250392866,0.5690030730478769,0.5150103880745297,0.5137186799707634,0.5703941730163161,0.5574566457658675,0.5898471729806837,0.5722564387139578,0
404332_404341,404332,404341,0.027526961967671838,0.02718066607320492,0.022637848044679356,0.020641221365121004,0.018609178891926325,0.02330215181828223,0.021233891090409327,0.020103667638133923,0.010167468962057053,0.019638387395226935,0.015574253598206775,0.03731516088734129,0.021994238144355083,0
368745_368752,368745,368752,0.22058915524414122,0.24920408765816623,0.2920203754353015,0.2535726868125812,0.27457622487867817,0.24835508031838252,0.23754757164800494,0.24851908206533874,0.301771575146517,0.28423671828224517,0.21644085359482199,0.22478239265924513,0.25430131697861863,0
384157_384161,384157,384161,0.12447707100985266,0.1536716662809483,0.08300576000387605,0.13482671704387245,0.1370163799164927,0.13863574017011165,0.16567180347737506,0.119840404016009,0.1114505950021628,0.10407379459093623,0.12110717210615679,0.12739855616485316,0.12676463831522056,0
378142,378142,378817,1.4297129302223645E-4,0.027721880871651144,3.0829972511832945E-5,2.396058988896785E-4,0.0015648000545859433,0.001495940785986605,0.001419909444831748,0.001563425317181513,7.111695741396734E-4,0.001180728549792042,1.7754169078947497E-4,7.267855698866487E-4,0.003081299085272378,0
392352_392355,392352,392355,0.021811799860450485,0.018106907521991775,0.004414303455665533,0.008232178465874176,0.017941862437731115,0.021167674901132257,0.02879137264473036,0.016629443816450797,0.07453923452007538,0.02425975829877051,0.03415317971190197,0.05934777228436489,0.027449623993261604,0
404286,404286,404291,0.15654641731718158,0.20517383313401755,0.2062503324643361,0.1937618592217665,0.20564375654118752,0.16845460894954847,0.2189862796851851,0.18229309160707993,0.3254389479683914,0.26281590346109185,0.3609181586443166,0.3388031308745222,0.2354238599890521,0
128992,128992,142683,0.5314131756095983,0.44163786782129577,0.4620072625612247,0.4790553239816449,0.43480634479062136,0.4365688098974976,0.46044304344553094,0.30415016602768696,0.5685542778062532,0.5436093761996084,0.47952532858190067,0.5804392648252195,0.4768508534623403,0
397240_397243,397240,397243,0.009240051275566173,0.011435951130757967,0.008667170005239894,0.02102122369917831,0.02944966709237633,0.024214013914562356,0.0259407821519832,0.020708058275729607,0.0131261934234008,0.012699005998775418,0.015301713686681203,0.009789802746073141,0.01679946945002703,0
152288_152372,152288,152372,0.24780684574490405,0.22808354707534514,0.2227785334473662,0.2156554627457454,0.19642222724896874,0.19121486688808365,0.19467378537994384,0.20775471361258804,0.14564840619689956,0.13907349362323268,0.15145481324695473,0.1452156311152431,0.19048186052710625,0
262591_262588,262591,262588,0.04289013195408411,0.044873224838403905,0.04212216313472934,0.052708117906789684,0.050979109413966835,0.04234506151347849,0.04395906327659122,0.03788387743413279,0.03644930481774062,0.021359493036589784,0.043733081915699565,0.0487252810348597,0.04233565918975551,0
127999_311254,127999,311254,0.34078067230185866,0.3211311179242642,0.28893735390146713,0.27904078811768335,0.2879681896060376,0.28250289636824005,0.3000973893848034,0.28027054691490527,0.32065794146526533,0.28210759757444054,0.31964503950661444,0.3128251526976775,0.3013303904802715,0
261517_261522,261517,261522,0.42433545163085007,0.4793026304196103,0.431898659243438,0.48814622418117937,0.41176164171874546,0.4580294230512327,0.5008132018465316,0.537715776074583,0.4266919208027592,0.5347997217443972,0.44759346042192627,0.42676300838159187,0.4639875932930703,0
